# 0.997425
Q1757191	2	0	It	_prp_	PRP	O	c.	O	O/0.999629	O/0.999629	_COMP_/0.000081	_YES_/0.000291
Q2009842	4	0	Zhicheng	_propernoun_	NNP	PERSON	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q2009842	4	1	has	have	VBZ	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000011	_YES_/0.000001
Q2009842	4	2	one	_num_	CD	NUMBER	River	O	O/0.979919	O/0.979919	_COMP_/0.000041	_YES_/0.020040
Q2009842	4	4	Yangtze_River	_propernoun_	NNP	LOCATION	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000008
Q2009842	4	5	crossing	cross	VBG	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000004	_YES_/0.000003
Q2009842	4	6	,	,	,	O	O	O	O/0.999962	O/0.999962	_COMP_/0.000032	_YES_/0.000006
Q2009842	4	7	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q2009842	4	11	Zhicheng_Yangtze_River_Bridge	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000004
Q2009842	4	12	,	,	,	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000002
Q2009842	4	13	which	which	WDT	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000001	_YES_/0.000008
Q2009842	4	14	connects	connect	VBZ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q2009842	4	15	Zhicheng	_propernoun_	NNP	PERSON	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000006
Q2009842	4	16	with	with	IN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q2009842	4	18	Gujiadian_Town	_propernoun_	NNP	LOCATION	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q2009842	4	19	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q2009842	4	20	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q2009842	4	21	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000003
Q2009842	4	22	of	of	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q2009842	4	23	Zhijiang	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q2009842	4	24	city	city	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q2009842	4	25	,	,	,	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000005	_YES_/0.000004
Q2009842	4	26	on	on	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q2009842	4	27	the	the	DT	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000002	_YES_/0.000011
Q2009842	4	28	north	north	JJ	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q2009842	4	29	side	side	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q2009842	4	30	of	of	IN	O	O	O	O/0.999967	O/0.999967	_COMP_/0.000004	_YES_/0.000029
Q2009842	4	31	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000003
Q2009842	4	32	river	river	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000005
Q2009842	4	33	.	.	.	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000017	_YES_/0.000005

# 0.999750
Q1777123	1	1	Bogorodsky_District	_propernoun_	NNP	LOCATION	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000009
Q1777123	1	2	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1777123	1	3	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000001	_YES_/0.000008
Q1777123	1	4	is	be	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	1	5	an	a	DT	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	1	6	administrative	administrative	JJ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	1	7	and	and	CC	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000009	_YES_/0.000014
Q1777123	1	8	municipal	municipal	JJ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1777123	1	9	district	district	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q1777123	1	10	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q1777123	1	11	raion	raion	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1777123	1	12	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1777123	1	13	,	,	,	O	O	O	O/0.999973	O/0.999973	_COMP_/0.000018	_YES_/0.000009
Q1777123	1	14	one	_num_	CD	NUMBER	O	O	O/0.999983	O/0.999983	_COMP_/0.000001	_YES_/0.000016
Q1777123	1	15	of	of	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1777123	1	16	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000005	_YES_/0.000003
Q1777123	1	17	thirty-nine	_num_	CD	NUMBER	O	O	O/0.999944	O/0.999944	_COMP_/0.000006	_YES_/0.000050
Q1777123	1	18	in	in	IN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1777123	1	20	Kirov_Oblast	_propernoun_	NNP	ORGANIZATION	O	O	O/0.999981	O/0.999981	_COMP_/0.000011	_YES_/0.000008
Q1777123	1	21	,	,	,	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000013	_YES_/0.000001
Q1777123	1	22	Russia	_propernoun_	NNP	LOCATION	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1777123	1	23	.	.	.	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000010	_YES_/0.000006

# 0.998968
Q1777123	5	0	Population	_propernoun_	NNP	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000010
Q1777123	5	1	:	:	:	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	5	2	6,805	_num_	CD	NUMBER	Census	O	O/0.999204	O/0.999204	_COMP_/0.000009	_YES_/0.000788
Q1777123	5	3	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1777123	5	4	2002	2002	CD	DATE	O	O	O/0.999945	O/0.999945	_COMP_/0.000049	_YES_/0.000006
Q1777123	5	5	Census	_propernoun_	NNP	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000004	_YES_/0.000001
Q1777123	5	6	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	5	7	;	;	:	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1777123	5	8	The	the	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q1777123	5	9	population	population	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q1777123	5	10	of	of	IN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q1777123	5	11	Bogorodskoye	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000004
Q1777123	5	12	accounts	account	NNS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	5	13	for	for	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1777123	5	14	57.3	57.3	CD	PERCENT	O	O	O/0.999985	O/0.999985	_COMP_/0.000003	_YES_/0.000011
Q1777123	5	15	%	%	NN	PERCENT	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1777123	5	16	of	of	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1777123	5	17	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1777123	5	18	district	district	NN	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000004	_YES_/0.000019
Q1777123	5	19	's	's	POS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1777123	5	20	total	total	JJ	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000003	_YES_/0.000015
Q1777123	5	21	population	population	NN	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000004	_YES_/0.000009
Q1777123	5	22	.	.	.	O	O	O	O/0.999962	O/0.999962	_COMP_/0.000030	_YES_/0.000007

# 0.999820
Q943814	2	0	The	the	DT	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000005	_YES_/0.000009
Q943814	2	1	municipality	municipality	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q943814	2	2	covers	cover	VBZ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000001	_YES_/0.000008
Q943814	2	3	an	a	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q943814	2	4	area	area	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q943814	2	5	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q943814	2	6	,	,	,	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000009	_YES_/0.000007
Q943814	2	7	and	and	CC	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q943814	2	8	has	have	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q943814	2	9	a	a	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q943814	2	10	population	population	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q943814	2	11	of	of	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q943814	2	12	280	_num_	CD	NUMBER	O	O	O/0.999983	O/0.999983	_COMP_/0.000001	_YES_/0.000016
Q943814	2	13	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q943814	2	14	as	as	RB	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000006	_YES_/0.000001
Q943814	2	15	at	at	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000005	_YES_/0.000001
Q943814	2	16	31	31	CD	DATE	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q943814	2	17	December	_propernoun_	NNP	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q943814	2	18	2007	2007	CD	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000001
Q943814	2	19	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q943814	2	20	.	.	.	O	O	O	O/0.999970	O/0.999970	_COMP_/0.000020	_YES_/0.000010

# 0.999650
Q1263301	2	0	It	_prp_	PRP	O	have	O	O/0.999737	O/0.999737	_COMP_/0.000062	_YES_/0.000201
Q1263301	2	1	has	have	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000000	_YES_/0.000001
Q1263301	2	2	a	a	DT	O	O	O	O/0.999963	O/0.999963	_COMP_/0.000003	_YES_/0.000034
Q1263301	2	3	population	population	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q1263301	2	4	of	of	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1263301	2	5	around	around	IN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1263301	2	6	1,800	_num_	CD	NUMBER	O	O	O/0.999992	O/0.999992	_COMP_/0.000001	_YES_/0.000007
Q1263301	2	7	.	.	.	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000012	_YES_/0.000003

# 0.995897
Q1263301	4	0	Until	until	IN	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000009	_YES_/0.000015
Q1263301	4	1	1918	1918	CD	DATE	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1263301	4	2	,	,	,	O	O	O	O/0.999959	O/0.999959	_COMP_/0.000014	_YES_/0.000028
Q1263301	4	3	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1263301	4	4	town	town	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000007
Q1263301	4	5	was	be	VBD	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1263301	4	6	part	part	NN	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000003	_YES_/0.000018
Q1263301	4	7	of	of	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1263301	4	8	the	the	DT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q1263301	4	9	Austrian	austrian	JJ	MISC	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1263301	4	10	monarchy	monarchy	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1263301	4	11	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q1263301	4	12	Austria	_propernoun_	NNP	LOCATION	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q1263301	4	13	side	side	NN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q1263301	4	14	after	after	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1263301	4	15	the	the	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1263301	4	16	compromise	compromise	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q1263301	4	17	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1263301	4	18	1867	1867	CD	DATE	O	O	O/0.999987	O/0.999987	_COMP_/0.000002	_YES_/0.000011
Q1263301	4	19	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1263301	4	20	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000003
Q1263301	4	21	head	head	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1263301	4	22	of	of	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1263301	4	23	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1263301	4	24	DAUBA	_propernoun_	NNP	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q1263301	4	25	district	district	NN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000000
Q1263301	4	26	,	,	,	O	O	O	O/0.999943	O/0.999943	_COMP_/0.000028	_YES_/0.000029
Q1263301	4	27	one	_num_	CD	NUMBER	O	O	O/0.999944	O/0.999944	_COMP_/0.000001	_YES_/0.000055
Q1263301	4	28	of	of	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1263301	4	29	the	the	DT	O	O	O	O/0.999953	O/0.999953	_COMP_/0.000043	_YES_/0.000003
Q1263301	4	30	94	_num_	CD	NUMBER	bezirkshauptmannschaften	O	O/0.996294	O/0.996294	_COMP_/0.000156	_YES_/0.003550
Q1263301	4	31	``	``	``	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1263301	4	32	Bezirkshauptmannschaften	bezirkshauptmannschaften	NN	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000014	_YES_/0.000007
Q1263301	4	33	''	''	''	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000009	_YES_/0.000003
Q1263301	4	34	in	in	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1263301	4	35	Bohemia	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1263301	4	36	.	.	.	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000011	_YES_/0.000002

# 0.999608
Q1263301	5	0	From	from	IN	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000009	_YES_/0.000015
Q1263301	5	1	1938	1938	CD	DATE	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1263301	5	2	to	to	TO	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000003	_YES_/0.000018
Q1263301	5	3	1945	1945	CD	DATE	O	O	O/0.999995	O/0.999995	_COMP_/0.000003	_YES_/0.000002
Q1263301	5	4	it	_prp_	PRP	O	one	O	O/0.999806	O/0.999806	_COMP_/0.000037	_YES_/0.000157
Q1263301	5	5	was	be	VBD	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1263301	5	6	one	_num_	CD	NUMBER	O	O	O/0.999925	O/0.999925	_COMP_/0.000002	_YES_/0.000073
Q1263301	5	7	of	of	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1263301	5	8	the	the	DT	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000006	_YES_/0.000005
Q1263301	5	9	municipalities	municipality	NNS	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000007	_YES_/0.000004
Q1263301	5	10	in	in	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1263301	5	11	Sudetenland	_propernoun_	NNP	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1263301	5	12	.	.	.	O	O	O	O/0.999970	O/0.999970	_COMP_/0.000021	_YES_/0.000009

# 0.999820
Q1401646	2	0	The	the	DT	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000005	_YES_/0.000009
Q1401646	2	1	municipality	municipality	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1401646	2	2	covers	cover	VBZ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000001	_YES_/0.000008
Q1401646	2	3	an	a	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1401646	2	4	area	area	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q1401646	2	5	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1401646	2	6	,	,	,	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000009	_YES_/0.000007
Q1401646	2	7	and	and	CC	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q1401646	2	8	has	have	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q1401646	2	9	a	a	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1401646	2	10	population	population	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1401646	2	11	of	of	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1401646	2	12	105	_num_	CD	NUMBER	O	O	O/0.999983	O/0.999983	_COMP_/0.000001	_YES_/0.000016
Q1401646	2	13	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1401646	2	14	as	as	RB	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000006	_YES_/0.000001
Q1401646	2	15	at	at	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000005	_YES_/0.000001
Q1401646	2	16	28	28	CD	DATE	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1401646	2	17	August	_propernoun_	NNP	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1401646	2	18	2006	2006	CD	DATE	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1401646	2	19	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000007
Q1401646	2	20	.	.	.	O	O	O	O/0.999973	O/0.999973	_COMP_/0.000018	_YES_/0.000009

# 0.929310
Q13998309	2	0	,	,	,	O	O	O	O/0.999922	O/0.999922	_COMP_/0.000051	_YES_/0.000027
Q13998309	2	1	it	_prp_	PRP	O	have	O	O/0.999940	O/0.999940	_COMP_/0.000007	_YES_/0.000053
Q13998309	2	2	has	have	VBZ	O	O	O	O/0.999926	O/0.999926	_COMP_/0.000055	_YES_/0.000018
Q13998309	2	3	one	_num_	CD	NUMBER	community	_YES_	O/0.929559	O/0.929559	_COMP_/0.000086	_YES_/0.070355
Q13998309	2	4	residential	residential	JJ	O	O	O	O/0.999964	O/0.999964	_COMP_/0.000005	_YES_/0.000030
Q13998309	2	5	community	community	NN	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000008	_YES_/0.000008
Q13998309	2	6	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999968	O/0.999968	_COMP_/0.000027	_YES_/0.000005
Q13998309	2	7	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q13998309	2	8	under	under	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q13998309	2	9	its	its	PRP$	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000001
Q13998309	2	10	administration	administration	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q13998309	2	11	.	.	.	O	O	O	O/0.999946	O/0.999946	_COMP_/0.000041	_YES_/0.000013

# 0.564415
Q2791716	2	0	,	,	,	O	O	O	O/0.999922	O/0.999922	_COMP_/0.000051	_YES_/0.000027
Q2791716	2	1	it	_prp_	PRP	O	have	O	O/0.999937	O/0.999937	_COMP_/0.000007	_YES_/0.000056
Q2791716	2	2	had	have	VBD	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000001	_YES_/0.000007
Q2791716	2	3	an	a	DT	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000002	_YES_/0.000015
Q2791716	2	4	area	area	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q2791716	2	5	of	of	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q2791716	2	6	populated	populate	VBN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q2791716	2	7	by	by	IN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000007
Q2791716	2	8	an	a	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q2791716	2	9	estimated	estimate	VBN	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000017	_YES_/0.000004
Q2791716	2	10	85,512	_num_	CD	NUMBER	people	O	O/0.997549	O/0.997549	_COMP_/0.000057	_YES_/0.002394
Q2791716	2	11	people	people	NNS	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q2791716	2	12	residing	reside	VBG	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000015	_YES_/0.000004
Q2791716	2	13	in	in	IN	O	O	O	O/0.999676	O/0.999676	_COMP_/0.000319	_YES_/0.000005
Q2791716	2	14	5	_num_	CD	NUMBER	community	_YES_	O/0.984158	O/0.984158	_COMP_/0.000097	_YES_/0.015745
Q2791716	2	15	residential	residential	JJ	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q2791716	2	16	communities	community	NNS	O	O	O	O/0.999155	O/0.999155	_COMP_/0.000829	_YES_/0.000016
Q2791716	2	17	and	and	CC	O	O	O	_COMP_/0.579284	O/0.420594	_COMP_/0.579284	_YES_/0.000122
Q2791716	2	18	8	_num_	CD	NUMBER	village	_YES_	_YES_/0.603666	O/0.396207	_COMP_/0.000127	_YES_/0.603666
Q2791716	2	19	villages	village	NNS	O	O	O	O/0.999959	O/0.999959	_COMP_/0.000008	_YES_/0.000033
Q2791716	2	20	.	.	.	O	O	O	O/0.999743	O/0.999743	_COMP_/0.000247	_YES_/0.000009

# 0.563225
Q2791716	3	0	There	there	EX	O	O	O	O/0.999973	O/0.999973	_COMP_/0.000013	_YES_/0.000015
Q2791716	3	1	are	be	VBP	O	O	O	O/0.998631	O/0.998631	_COMP_/0.001317	_YES_/0.000052
Q2791716	3	2	5	_num_	CD	NUMBER	community	_YES_	_YES_/0.723323	O/0.276500	_COMP_/0.000177	_YES_/0.723323
Q2791716	3	3	residential	residential	JJ	O	O	O	O/0.999965	O/0.999965	_COMP_/0.000014	_YES_/0.000021
Q2791716	3	4	communities	community	NNS	O	O	O	O/0.998192	O/0.998192	_COMP_/0.001670	_YES_/0.000138
Q2791716	3	5	and	and	CC	O	O	O	_COMP_/0.784499	O/0.215361	_COMP_/0.784499	_YES_/0.000140
Q2791716	3	6	8	_num_	CD	NUMBER	village	_YES_	_YES_/0.820494	O/0.179407	_COMP_/0.000099	_YES_/0.820494
Q2791716	3	7	villages	village	NNS	O	O	O	O/0.999941	O/0.999941	_COMP_/0.000014	_YES_/0.000045
Q2791716	3	8	:	:	:	O	O	O	O/0.998751	O/0.998751	_COMP_/0.001217	_YES_/0.000032

# 0.994076
Q4013254	2	0	It	_prp_	PRP	O	lie	O	O/0.999446	O/0.999446	_COMP_/0.000110	_YES_/0.000444
Q4013254	2	1	lies	lie	VBZ	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q4013254	2	2	at	at	IN	O	O	O	O/0.999969	O/0.999969	_COMP_/0.000003	_YES_/0.000028
Q4013254	2	3	an	a	DT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q4013254	2	4	altitude	altitude	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q4013254	2	5	of	of	IN	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000014	_YES_/0.000003
Q4013254	2	6	4,284	_num_	CD	NUMBER	metre	O	O/0.996307	O/0.996307	_COMP_/0.000040	_YES_/0.003652
Q4013254	2	7	metres	metre	NNS	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q4013254	2	8	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999965	O/0.999965	_COMP_/0.000033	_YES_/0.000002
